ADDRESBR,ADDRESS,ASSET,BKCLASS,BKMO,BRCENM,BRNUM,BRSERTYP,BRSERTYPDESC,CALL,CB,CBSA_DIV_NAMB,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CITY2BR,CITYBR,CITYHCR,CLCODE,CNTRYNA,CNTRYNAB,CNTYNAMB,CNTYNUMB,CONSOLD,CSABR,CSANAMBR,DENOVO,DEPDOM,DEPSUM,DEPSUMBR,DIVISIONB,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,HCTMULT,ID,INSAGNT1,INSBRDD,INSBRTS,INSURED,METROBR,MICROBR,MSABR,MSANAMB,NAMEBR,NAMEFULL,NAMEHCR,NECNAMB,NECTABR,OCCDIST,OCCNAME,PLACENUM,REGAGNT,RSSDHCR,RSSDID,SIMS_ACQUIRED_DATE,SIMS_DESCRIPTION,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,SIMS_PROJECTION,SPECDESC,SPECGRP,STALP,STALPBR,STALPHCR,STCNTY,STCNTYBR,STNAME,STNAMEBR,STNUMBR,UNINUMBR,UNIT,USA,YEAR,ZIP,ZIPBR,ZIPBR_RAW,ZIP_RAW
120 N. W. End Blvd.,726 Exchange Street,39931357,N,0,,248,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Quakertown,Quakertown,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"58,450",33874,17945,,2,New York,2,New York,ONE,2016_16004_248,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Trainer's Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,64536,OCC,2648693,517900,4/9/10,M,2/16/82,40.438,-75.394,US_Zipcode,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,184897,0,1,6/30/16,14210,18951,18951,14210
Route 202 & Skyline Dr.,726 Exchange Street,39931357,N,0,,251,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Chalfont,Chalfont,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"38,292",33874,17945,,2,New York,2,New York,ONE,2016_16004_251,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chalfont Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,12504,OCC,2648693,517900,4/9/10,M,3/10/97,40.2887,-75.2118,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,215773,0,1,6/30/16,14210,18914,18914,14210
500 Farm Lane,726 Exchange Street,39931357,N,0,,253,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Doylestown,Doylestown,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"42,110",33874,17945,,2,New York,2,New York,ONE,2016_16004_253,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Doylestown Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,19792,OCC,2648693,517900,4/9/10,M,5/18/98,40.3113,-75.1134,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,215775,0,1,6/30/16,14210,18901,18901,14210
702 Route 113,726 Exchange Street,39931357,N,0,,256,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Souderton,Souderton,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"36,070",33874,17945,,2,New York,2,New York,ONE,2016_16004_256,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Souderton Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,34952,OCC,2648693,517900,4/9/10,POINTADDRESS,12/17/01,40.3155,-75.3104,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,364822,0,1,6/30/16,14210,18964,18964,14210
298 Veterans Way,726 Exchange Street,39931357,N,0,,278,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Warminster,Warminster,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"43,055",33874,17945,,2,New York,2,New York,ONE,2016_16004_278,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Warminster Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,80952,OCC,2648693,517900,4/9/10,M,5/3/07,40.1954,-75.0769,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,463504,0,1,6/30/16,14210,18974,18974,14210
280 Easton Road,726 Exchange Street,39931357,N,0,,560,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Warrington,Warrington,BUFFALO,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"59,681",33874,17945,,2,New York,2,New York,ONE,2016_16004_560,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Warrington Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,81048,OCC,2648693,517900,,M,10/24/11,40.2204,-75.1399,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42017,New York,Pennsylvania,42,532121,0,1,6/30/16,14210,18976,18976,14210
20111 Route 19,726 Exchange Street,39931357,N,0,,182,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Cranberry Township,Cranberry Township,BUFFALO,3,United States,United States,Butler,19,,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",0,29450848,0,"75,685",0,17945,,2,New York,2,New York,ONE,2016_16004_182,DIF,,,CB,,,38300,"Pittsburgh, PA",Cranberry Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,16920,OCC,2648693,517900,9/4/09,M,5/25/90,40.6823,-80.1007,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42019,New York,Pennsylvania,42,217548,0,1,6/30/16,14210,16066,16066,14210
364 Center Avenue,726 Exchange Street,39931357,N,0,,184,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Butler,Butler,BUFFALO,3,United States,United States,Butler,19,,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",0,29450848,0,"56,511",0,17945,,2,New York,2,New York,ONE,2016_16004_184,DIF,,,CB,,,38300,"Pittsburgh, PA",Butler Center Avenue Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,10464,OCC,2648693,517900,9/4/09,M,9/27/71,40.8551,-79.8888,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42019,New York,Pennsylvania,42,241055,0,1,6/30/16,14210,16001,16001,14210
13 West Ridge Street,726 Exchange Street,39931357,N,0,,257,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Lansford,Lansford,BUFFALO,3,United States,United States,Carbon,25,,408,"New York-Newark, NY-NJ-CT-PA",0,29450848,0,"38,317",0,17945,,2,New York,2,New York,ONE,2016_16004_257,DIF,,,CB,,,10900,"Allentown-Bethlehem-Easton, PA-NJ",Lansford Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,41464,OCC,2648693,517900,4/9/10,POINTADDRESS,12/3/03,40.8319,-75.8851,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42025,New York,Pennsylvania,42,4904,0,1,6/30/16,14210,18232,18232,14210
904 Blakeslee Boulevard Drive E,726 Exchange Street,39931357,N,0,,259,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Lehighton,Lehighton,BUFFALO,3,United States,United States,Carbon,25,,408,"New York-Newark, NY-NJ-CT-PA",0,29450848,0,"34,048",0,17945,,2,New York,2,New York,ONE,2016_16004_259,DIF,,,CB,,,10900,"Allentown-Bethlehem-Easton, PA-NJ",Lehighton Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,46640,OCC,2648693,517900,4/9/10,M,9/28/95,40.8181,-75.728,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42025,New York,Pennsylvania,42,215994,0,1,6/30/16,14210,18235,18235,14210
372 Delaware Avenue,726 Exchange Street,39931357,N,0,,263,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Palmerton,Palmerton,BUFFALO,3,United States,United States,Carbon,25,,408,"New York-Newark, NY-NJ-CT-PA",0,29450848,0,"47,147",0,17945,,2,New York,2,New York,ONE,2016_16004_263,DIF,,,CB,,,10900,"Allentown-Bethlehem-Easton, PA-NJ",Palmerton Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,57696,OCC,2648693,517900,4/9/10,POINTADDRESS,12/28/28,40.8025,-75.6079,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42025,New York,Pennsylvania,42,4084,0,1,6/30/16,14210,18071,18071,14210
2 Glocker Way,726 Exchange Street,39931357,N,0,,273,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Pottstown,Pottstown,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"37,384",33874,17945,,2,New York,2,New York,ONE,2016_16004_273,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",North Coventry Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,54936,OCC,2648693,517900,4/9/10,StreetAddress,1/5/04,40.2087,-75.6594,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,424716,0,1,6/30/16,14210,19465,19465,14210
100 East Lancaster Ave,726 Exchange Street,39931357,N,0,,302,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Downingtown,Downingtown,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"10,306",33874,17945,,2,New York,2,New York,ONE,2016_16004_302,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Downingtown Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,19752,OCC,2648693,517900,4/9/10,M,1/1/22,40.0067,-75.7026,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,43763,0,1,6/30/16,14210,19335,19335,14210
601 N Pottstown Pike,726 Exchange Street,39931357,N,0,,303,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Exton,Exton,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"45,471",33874,17945,,2,New York,2,New York,ONE,2016_16004_303,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Exton Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,79480,OCC,2648693,517900,4/9/10,M,1/1/22,40.0501,-75.636,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282657,0,1,6/30/16,14210,19341,19341,14210
200 W Lancaster Ave,726 Exchange Street,39931357,N,0,,304,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Malvern,Frazer,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"38,072",33874,17945,,2,New York,2,New York,ONE,2016_16004_304,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Frazer Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,22056,OCC,2648693,517900,4/9/10,M,1/1/22,40.0471,-75.5313,US_Zipcode,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282658,0,1,6/30/16,14210,19355,19355,14210
3909 Lincoln Highway,726 Exchange Street,39931357,N,0,,305,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Downingtown,Downingtown,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"54,367",33874,17945,,2,New York,2,New York,ONE,2016_16004_305,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Thorndale Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,10824,OCC,2648693,517900,4/9/10,M,1/1/22,39.9965,-75.7425,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282659,0,1,6/30/16,14210,19335,19335,14210
1197 Wilmington Pike,726 Exchange Street,39931357,N,0,,306,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,West Chester,West Chester,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"78,763",33874,17945,,2,New York,2,New York,ONE,2016_16004_306,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Westtown Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,84104,OCC,2648693,517900,4/9/10,M,3/1/90,39.92,-75.5771,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282660,0,1,6/30/16,14210,19382,19382,14210
102 Airport Road,726 Exchange Street,39931357,N,0,,307,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Coatesville,Coatesville,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"104,460",33874,17945,,2,New York,2,New York,ONE,2016_16004_307,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Airport Village Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,79544,OCC,2648693,517900,4/9/10,M,11/7/94,39.9836,-75.8676,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282661,0,1,6/30/16,14210,19320,19320,14210
82 Quarry Road,726 Exchange Street,39931357,N,0,,308,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Downingtown,Downingtown,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"64,203",33874,17945,,2,New York,2,New York,ONE,2016_16004_308,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Brandywine Square Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,20920,OCC,2648693,517900,4/9/10,M,8/29/96,40.0172,-75.6744,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,282662,0,1,6/30/16,14210,19335,19335,14210
414 Lancaster Avenue,726 Exchange Street,39931357,N,0,,309,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Devon,Devon,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"32,116",33874,17945,,2,New York,2,New York,ONE,2016_16004_309,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Devon Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,21928,OCC,2648693,517900,4/9/10,M,3/10/99,40.0448,-75.43,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,356673,0,1,6/30/16,14210,19333,19333,14210
838 East Baltimore Pike,726 Exchange Street,39931357,N,0,,310,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Kennett Square,Kennett Square,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"46,699",33874,17945,,2,New York,2,New York,ONE,2016_16004_310,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Kennett Square Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,21480,OCC,2648693,517900,4/9/10,M,1/29/02,39.8615,-75.6831,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,365257,0,1,6/30/16,14210,19348,19348,14210
300 Simpson Drive,726 Exchange Street,39931357,N,0,,311,11,"Full Service, Brick and Mortar Office",CALL,,"Montgomery County-Bucks County-Chester County, PA",16004,FED,Comptroller of the Currency,OCC,Buffalo,Chester Springs,Chester Springs,BUFFALO,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,29450848,0,"23,433",33874,17945,,2,New York,2,New York,ONE,2016_16004_311,DIF,,,CB,,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Eagle Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,79352,OCC,2648693,517900,4/9/10,M,5/9/03,40.0772,-75.6874,US_Streets,COMMERCIAL LENDING,4,NY,PA,NY,36029,42029,New York,Pennsylvania,42,422383,0,1,6/30/16,14210,19425,19425,14210
18914 Park Avenue Plaza,726 Exchange Street,39931357,N,0,,324,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Meadville,Meadville,BUFFALO,3,United States,United States,Crawford,39,,240,"Erie-Meadville, PA",0,29450848,0,"20,968",0,17945,,2,New York,2,New York,ONE,2016_16004_324,DIF,,,CB,,,0,,Meadville Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,80000,OCC,2648693,517900,,M,11/15/10,41.6224,-80.1608,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42039,New York,Pennsylvania,42,515110,0,1,6/30/16,14210,16335,16335,14210
2520 West 26th Street,726 Exchange Street,39931357,N,0,,208,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Erie,Erie,BUFFALO,3,United States,United States,Erie,49,,240,"Erie-Meadville, PA",0,29450848,0,"87,699",0,17945,,2,New York,2,New York,ONE,2016_16004_208,DIF,,,CB,,,21500,"Erie, PA",Millcreek Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,49548,OCC,2648693,517900,9/4/09,M,9/23/68,42.0914,-80.1289,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42049,New York,Pennsylvania,42,185566,0,1,6/30/16,14210,16506,16506,14210
1468 West Gore Road,726 Exchange Street,39931357,N,0,,209,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Erie,Erie,BUFFALO,3,United States,United States,Erie,49,,240,"Erie-Meadville, PA",0,29450848,0,"52,400",0,17945,,2,New York,2,New York,ONE,2016_16004_209,DIF,,,CB,,,21500,"Erie, PA",Kearsarge Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,49548,OCC,2648693,517900,9/4/09,M,10/24/69,42.0812,-80.0907,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42049,New York,Pennsylvania,42,185567,0,1,6/30/16,14210,16509,16509,14210
27 East Main Street,726 Exchange Street,39931357,N,0,,211,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,North East,North East,BUFFALO,3,United States,United States,Erie,49,,240,"Erie-Meadville, PA",0,29450848,0,"24,728",0,17945,,2,New York,2,New York,ONE,2016_16004_211,DIF,,,CB,,,21500,"Erie, PA",North East Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,54952,OCC,2648693,517900,9/4/09,M,11/12/79,42.2162,-79.8335,US_RoofTop,COMMERCIAL LENDING,4,NY,PA,NY,36029,42049,New York,Pennsylvania,42,185573,0,1,6/30/16,14210,16428,16428,14210
801 State Street,726 Exchange Street,39931357,N,0,,212,11,"Full Service, Brick and Mortar Office",CALL,,,16004,FED,Comptroller of the Currency,OCC,Buffalo,Erie,Erie,BUFFALO,3,United States,United States,Erie,49,,240,"Erie-Meadville, PA",0,29450848,0,"55,667",0,17945,,2,New York,2,New York,ONE,2016_16004_212,DIF,,,CB,,,21500,"Erie, PA",8th And State Branch,"First Niagara Bank, National Association","FIRST NIAGARA FINANCIAL GROUP, INC.",,0,1,Northeast District,24000,OCC,2648693,517900,9/4/09,POINTADDRESS,3/18/18,42.1273,-80.0837,100,COMMERCIAL LENDING,4,NY,PA,NY,36029,42049,New York,Pennsylvania,42,7098,0,1,6/30/16,14210,16501,16501,14210
